None,A,C,B,D,F,E,ignore,G,ignore,perfect
0.285714,0.294118,0.294118,0.294118,0.303030,0.346154,0.375000,0.347826,0.347826,0.303030,0.380952
0.270270,0.275000,0.258065,0.270270,0.266667,0.266667,0.275862,0.266667,0.275862,0.250000,0.275862
0.333333,0.280000,0.291667,0.333333,0.291667,0.260870,0.260870,0.291667,0.260870,0.260870,0.285714
0.342105,0.342105,0.333333,0.342105,0.307692,0.320000,0.333333,0.320000,0.320000,0.320000,0.333333
0.290323,0.300000,0.346154,0.300000,0.333333,0.346154,0.346154,0.346154,0.346154,0.346154,0.380952
0.242424,0.266667,0.227273,0.242424,0.242424,0.263158,0.263158,0.263158,0.263158,0.242424,0.263158
0.166667,0.190476,0.200000,0.166667,0.173913,0.173913,0.200000,0.200000,0.200000,0.166667,0.200000
0.285714,0.181818,0.200000,0.173913,0.200000,0.200000,0.200000,0.200000,0.200000,0.190476,0.200000
0.369565,0.377778,0.400000,0.377778,0.388889,0.387097,0.400000,0.400000,0.406250,0.393939,0.400000
0.185185,0.142857,0.157895,0.192308,0.181818,0.157895,0.157895,0.157895,0.157895,0.181818,0.157895
0.230769,0.227273,0.227273,0.230769,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
0.100000,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263
-1.000000,0.403509,0.405405,-1.000000,0.400000,0.405405,0.405405,0.416667,0.416667,0.425000,0.416667
0.200000,0.200000,0.217391,0.200000,0.217391,0.217391,0.217391,0.217391,0.217391,0.227273,0.238095
0.365385,0.391304,0.380000,0.365385,0.372549,0.404762,0.387755,0.409091,0.404762,0.372549,0.423077
0.325581,0.350000,0.371429,0.325581,0.325581,0.382353,0.382353,0.358974,0.382353,0.333333,0.382353
0.281250,0.300000,0.285714,0.281250,0.310345,0.320000,0.285714,0.285714,0.285714,0.310345,0.285714
0.342105,0.363636,0.321429,0.342105,0.360000,0.360000,0.321429,0.321429,0.321429,0.360000,0.350000
0.250000,0.190476,0.210526,0.173913,0.173913,0.210526,0.210526,0.210526,0.210526,0.210526,0.210526
0.258065,0.275862,0.275862,0.250000,0.250000,0.291667,0.275862,0.275862,0.280000,0.296296,0.291667
0.095238,0.105263,0.105263,0.100000,0.105263,0.105263,0.105263,0.105263,0.105263,0.100000,0.105263
0.380000,0.439024,0.418605,0.380000,0.380000,0.391304,0.418605,0.433333,0.413793,0.444444,0.391304
0.294118,0.312500,0.210526,0.294118,0.297297,0.210526,0.210526,0.210526,0.210526,0.320000,0.210526
0.281250,0.259259,0.280000,0.290323,0.285714,0.259259,0.280000,0.280000,0.280000,0.290323,0.280000
0.370370,0.275862,0.285714,0.370370,0.372093,0.285714,0.285714,0.275862,0.285714,0.400000,0.285714
0.272727,0.269231,0.250000,0.272727,0.280000,0.280000,0.250000,0.280000,0.280000,0.280000,0.304348
0.323529,0.323529,0.304348,0.323529,0.320000,0.291667,0.304348,0.304348,0.304348,0.291667,0.304348
0.241379,0.241379,0.210526,0.241379,0.250000,0.210526,0.210526,0.210526,0.210526,0.210526,0.210526
0.305556,0.307692,0.304348,0.305556,0.296296,0.304348,0.304348,0.304348,0.304348,0.333333,0.333333
0.294118,0.238095,0.210526,0.250000,0.210526,0.210526,0.210526,0.210526,0.210526,0.272727,0.210526
0.250000,0.266667,0.272727,0.258065,0.269231,0.260870,0.272727,0.272727,0.272727,0.269231,0.272727
0.200000,0.157895,0.166667,0.150000,0.166667,0.166667,0.166667,0.166667,0.166667,0.150000,0.166667
-1.000000,0.300000,0.322581,-1.000000,-1.000000,0.454545,0.322581,0.322581,0.322581,0.450000,0.310345
0.185185,0.173913,0.190476,0.192308,0.166667,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476
0.100000,0.111111,0.111111,0.100000,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111
0.341463,0.361111,0.361111,0.341463,0.350000,0.361111,0.361111,0.361111,0.378378,0.361111,0.361111
0.214286,0.208333,0.217391,0.214286,0.222222,0.217391,0.217391,0.217391,0.217391,0.240000,0.217391
0.200000,0.217391,0.217391,0.200000,0.227273,0.238095,0.238095,0.227273,0.238095,0.208333,0.238095
0.307692,0.315789,0.285714,0.324324,0.324324,0.300000,0.300000,0.300000,0.300000,0.324324,0.300000
0.166667,0.173913,0.190476,0.173913,0.173913,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476
0.333333,0.325581,0.238095,0.333333,0.343750,0.227273,0.238095,0.238095,0.238095,0.322581,0.238095
0.185185,0.208333,0.238095,0.192308,0.208333,0.238095,0.238095,0.238095,0.238095,0.192308,0.238095
0.160000,0.190476,0.222222,0.166667,0.181818,0.222222,0.222222,0.222222,0.222222,0.166667,0.222222
0.318182,0.333333,0.272727,0.318182,0.322581,0.304348,0.272727,0.304348,0.304348,0.322581,0.272727
0.250000,0.217391,0.217391,0.258065,0.217391,0.217391,0.217391,0.217391,0.217391,0.230769,0.217391
0.264706,0.264706,0.264706,0.264706,0.290323,0.320000,0.320000,0.321429,0.320000,0.290323,0.320000
0.233333,0.240000,0.263158,0.241379,0.241379,0.285714,0.263158,0.263158,0.263158,0.241379,0.263158
0.315789,0.333333,0.296296,0.315789,0.280000,0.280000,0.269231,0.269231,0.280000,0.285714,0.280000
0.297297,0.230769,0.250000,0.241379,0.250000,0.250000,0.250000,0.250000,0.250000,0.238095,0.250000
0.052632,0.052632,0.058824,0.052632,0.058824,0.058824,0.058824,0.058824,0.058824,0.052632,0.058824
0.361111,0.393939,0.384615,0.361111,0.407407,-1.000000,-1.000000,0.384615,0.384615,-1.000000,0.384615
0.192308,0.200000,0.190476,0.200000,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476
0.290323,0.320000,0.304348,0.300000,0.307692,0.307692,0.304348,0.304348,0.304348,0.300000,0.318182
0.348837,0.340909,0.358974,0.350000,0.350000,0.360000,0.360000,0.375000,0.375000,0.350000,0.375000
0.214286,0.250000,0.250000,0.222222,0.250000,0.250000,0.250000,0.250000,0.250000,0.240000,0.250000
0.285714,0.285714,0.250000,0.303030,0.296296,0.250000,0.250000,0.250000,0.250000,0.303030,0.250000
0.297297,0.323529,0.323529,0.297297,0.333333,0.400000,0.400000,0.354839,0.366667,0.392857,0.400000
0.222222,0.227273,0.227273,0.222222,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
0.363636,0.322581,0.377778,0.363636,0.384615,0.384615,0.377778,0.352941,0.333333,0.384615,0.344828
0.241379,0.269231,0.304348,0.250000,0.269231,0.291667,0.304348,0.291667,0.291667,0.269231,0.304348
0.363636,0.400000,0.347826,0.363636,0.352941,0.379310,0.347826,0.400000,0.400000,0.387097,0.347826
0.333333,0.342857,0.413793,0.333333,0.342857,0.363636,0.413793,0.413793,0.413793,0.352941,0.428571
0.305556,0.275862,0.333333,0.305556,0.320000,0.320000,0.333333,0.333333,0.333333,0.320000,0.333333
0.166667,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.210526
0.309524,0.310345,0.260870,0.294118,0.320000,0.291667,0.260870,0.260870,0.260870,0.291667,0.260870
0.333333,0.333333,0.343750,0.341463,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.423077
0.315789,0.333333,0.354839,0.315789,0.333333,0.343750,0.354839,0.343750,0.343750,0.343750,0.354839
0.264706,0.325581,0.285714,0.264706,0.290323,0.296296,0.296296,0.296296,0.296296,0.272727,0.296296
0.250000,0.269231,0.272727,0.258065,0.258065,0.260870,0.272727,0.272727,0.272727,0.258065,0.272727
0.160000,0.111111,0.111111,0.160000,0.111111,0.111111,0.111111,0.111111,0.111111,0.100000,0.111111
0.357143,0.394737,0.384615,0.357143,0.365854,0.407407,0.384615,0.407407,0.384615,0.392857,0.384615
0.355556,0.280000,0.304348,0.250000,0.259259,0.291667,0.304348,0.318182,0.318182,0.250000,0.350000
0.357143,0.365854,0.437500,0.357143,0.419355,0.419355,0.437500,0.419355,0.419355,0.400000,0.419355
0.192308,0.217391,0.217391,0.200000,0.200000,0.217391,0.217391,0.217391,0.217391,0.217391,0.217391
0.258065,0.058824,0.058824,0.173913,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824
0.241379,0.173913,0.181818,0.241379,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000
0.305556,0.323529,0.333333,0.303030,0.305556,0.321429,0.333333,0.333333,0.333333,0.322581,0.333333
0.208333,0.227273,0.227273,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
0.285714,0.281250,0.300000,0.281250,0.310345,0.310345,0.300000,0.300000,0.300000,0.300000,0.310345
0.242424,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000
0.315789,0.259259,0.280000,0.315789,0.280000,0.280000,0.280000,0.269231,0.269231,0.269231,0.280000
0.369565,0.366667,0.392857,0.369565,0.369565,0.375000,0.375000,0.366667,0.375000,0.384615,0.375000
0.185185,0.185185,0.263158,0.185185,0.185185,0.263158,0.263158,0.250000,0.250000,0.185185,0.263158
0.325581,0.230769,0.238095,0.315789,0.323529,0.263158,0.263158,0.263158,0.263158,0.323529,0.263158
0.192308,0.200000,0.222222,0.192308,0.173913,0.210526,0.222222,0.222222,0.222222,0.192308,0.222222
0.166667,0.166667,0.166667,0.173913,0.181818,0.190476,0.166667,0.166667,0.166667,0.173913,0.166667
0.272727,0.275862,0.304348,0.272727,0.275862,0.304348,0.304348,0.304348,0.304348,0.266667,0.304348
0.275862,0.296296,0.296296,0.285714,0.296296,0.320000,0.333333,0.333333,0.333333,0.285714,0.300000
0.323529,0.343750,0.333333,0.323529,0.333333,0.366667,0.366667,0.379310,0.379310,0.366667,0.379310
0.348837,0.368421,0.392857,0.348837,0.368421,0.384615,0.384615,0.379310,0.379310,0.400000,0.409091
0.277778,0.240000,0.238095,0.277778,0.272727,0.238095,0.238095,0.238095,0.238095,0.238095,0.238095
0.290323,0.291667,0.291667,0.310345,0.321429,0.291667,0.291667,0.291667,0.291667,0.291667,0.291667
0.241379,0.280000,0.300000,0.259259,0.269231,0.300000,0.300000,0.333333,0.300000,0.259259,0.300000
0.370370,0.391304,0.346154,0.372549,0.346154,0.346154,0.346154,0.346154,0.346154,0.333333,0.346154
